1,Year,State,Smoke everyday,Smoke some days,Former smoker,Never smoked,Location 1
662,2003,North Dakota,0.16,0.04,0.26,0.54,"North Dakota
(47.475320000018144, -100.11841999998285)"
663,1999,Oklahoma,0.22,0.03,0.19,0.56,"Oklahoma
(35.4720099999617, -97.52034999975251)"
664,2002,Delaware,0.2,0.05,0.26,0.49,"Delaware
(39.00883000020451, -75.57774000040052)"
665,2010,New Mexico,0.11,0.07,0.25,0.57,"New Mexico
(34.52088000011207, -106.24057999976702)"
666,2009,North Dakota,0.13,0.05,0.24,0.57,"North Dakota
(47.475320000018144, -100.11841999998285)"
667,2005,Wisconsin,0.16,0.05,0.26,0.53,"Wisconsin
(44.39319000021851, -89.81636999977553)"
668,2009,Alabama,0.17,0.06,0.23,0.55,"Alabama
(32.840569999605975, -86.63186000013877)"
669,2000,South Dakota,0.17,0.05,0.25,0.54,"South Dakota
(44.353130000049646, -100.37353000040906)"
670,2004,Maine,0.17,0.04,0.31,0.48,"Maine
(45.25423000041434, -68.9850299999344)"
671,1997,South Carolina,0.2,0.03,0.2,0.57,"South Carolina
(33.99855000018255, -81.0452500001872)"
672,2002,Utah,0.1,0.03,0.17,0.7,"Utah
(39.36070000030492, -111.58712999994941)"
673,2002,Oregon,0.17,0.05,0.28,0.49,"Oregon
(44.567449999917756, -120.15502999983448)"
674,2001,Mississippi,0.2,0.06,0.21,0.54,"Mississippi
(32.7455100000866, -89.53803000008429)"
675,2003,North Carolina,0.19,0.06,0.23,0.52,"North Carolina
(35.46624999963797, -79.1593199999179)"
676,2009,Indiana,0.17,0.06,0.24,0.53,"Indiana
(39.76690999989677, -86.14996000035359)"
677,1999,West Virginia,0.24,0.03,0.24,0.49,"West Virginia
(38.66550999958696, -80.71263999973604)"
678,2000,Idaho,0.17,0.05,0.25,0.53,"Idaho
(43.682590000228515, -114.36368000023168)"
679,1996,Wisconsin,0.2,0.05,0.26,0.49,"Wisconsin
(44.39319000021851, -89.81636999977553)"
680,1996,Texas,0.17,0.06,0.21,0.56,"Texas
(31.82724000022597, -99.42676999973554)"
681,2004,Oregon,0.14,0.06,0.25,0.55,"Oregon
(44.567449999917756, -120.15502999983448)"
682,2002,Iowa,0.19,0.04,0.23,0.53,"Iowa
(42.469390000048634, -93.81649000001335)"
683,2004,Mississippi,0.18,0.07,0.19,0.56,"Mississippi
(32.7455100000866, -89.53803000008429)"
684,1999,Oregon,0.16,0.05,0.28,0.51,"Oregon
(44.567449999917756, -120.15502999983448)"
685,2006,Maryland,0.13,0.05,0.23,0.6,"Maryland
(39.29057999976732, -76.6092600004485)"
686,1998,Maine,0.19,0.03,0.31,0.46,"Maine
(45.25423000041434, -68.9850299999344)"
687,1996,Colorado,0.17,0.06,0.24,0.53,"Colorado
(38.842890000173554, -106.13314000041055)"
688,1995,Wyoming,0.19,0.03,0.27,0.51,"Wyoming
(43.23553999957147, -108.10982999975454)"
689,2001,Michigan,0.2,0.06,0.26,0.49,"Michigan
(44.661320000317914, -84.71438999959867)"
690,1997,Montana,0.18,0.03,0.27,0.53,"Montana
(47.06653000015956, -109.42441999998289)"
691,1996,Idaho,0.17,0.04,0.23,0.56,"Idaho
(43.682590000228515, -114.36368000023168)"
692,1999,North Carolina,0.21,0.04,0.23,0.52,"North Carolina
(35.46624999963797, -79.1593199999179)"
693,1998,Colorado,0.17,0.06,0.24,0.53,"Colorado
(38.842890000173554, -106.13314000041055)"
694,2010,Rhode Island,0.11,0.05,0.28,0.56,"Rhode Island
(41.70828000002217, -71.5224700001902)"
695,2008,Virginia,0.12,0.04,0.24,0.6,"Virginia
(37.54268000028196, -78.45789000012326)"
696,1998,Tennessee,0.23,0.03,0.22,0.52,"Tennessee
(35.68094000038087, -85.77449000011325)"
697,2009,Wyoming,0.15,0.05,0.26,0.54,"Wyoming
(43.23553999957147, -108.10982999975454)"
698,1997,Iowa,0.19,0.04,0.24,0.53,"Iowa
(42.469390000048634, -93.81649000001335)"
699,1995,Hawaii,0.15,0.03,0.22,0.61,"Hawaii
(21.304850000427336, -157.85774999956269)"
700,2006,New Mexico,0.14,0.06,0.25,0.55,"New Mexico
(34.52088000011207, -106.24057999976702)"
701,2008,Nevada,0.16,0.06,0.25,0.53,"Nevada
(39.49323999972637, -117.07183999971608)"
702,1995,Idaho,0.18,0.02,0.24,0.56,"Idaho
(43.682590000228515, -114.36368000023168)"
703,2007,Arizona,0.14,0.06,0.24,0.56,"Arizona
(34.86596999961597, -111.76380999973156)"
704,2010,Alaska,0.14,0.07,0.26,0.54,"Alaska
(64.84507999974238, -147.72205999986895)"
705,2010,Missouri,0.17,0.04,0.26,0.53,"Missouri
(38.63578999960896, -92.5663000000448)"
